index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo,RegionGo2,Similarity_LAG1
2521,462-640,2,462-640PL1,Absent,17672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-64,0,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2521,0,16.557488653555218,-64.0,-32,0.4,1,0.0,1,1.0,0.015625,0.03571428571428571,,,,,RS,RS,
2523,462-640,4,462-640PL1,Absent,46703,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,4,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,7,0,0,14,0,0,5,0,0,0,6,0,9,0,10,0,0,0,0,0,0,11,0,0,19,13,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,2523,0,16.557488653555218,16.557488653555218,-13,0.91875,13,0.07692307692307693,64,0.07692307692307693,0.796875,0.2894736842105263,0.4,0.0,1.0,0.0,RS,RS,0.03571428571428571
2524,462-640,5,462-640PL1,Absent,31694,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,21,0,13,0,1,0,0,0,20,0,12,0,0,0,0,0,19,0,11,0,2,0,25,0,18,0,10,0,0,0,24,0,17,0,9,0,3,0,23,0,16,0,8,0,0,0,0,0,15,0,6,0,4,0,22,0,14,0,7,5,0,24,8,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,2524,0,16.557488653555218,16.557488653555218,11,0.95,25,0.1176470588235294,35,0.1636029411764706,0.421875,0.390625,0.91875,0.07692307692307693,0.07692307692307693,13.0,RS,RS,0.2894736842105263
2525,462-640,6,462-640PL1,Absent,7349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,2525,0,16.557488653555218,16.557488653555218,42,0.99375,4,0.07407407407407407,15,0.12592592592592594,0.21875,0.14285714285714285,0.95,0.1176470588235294,0.1636029411764706,8.0,RS,RS,0.390625
2526,462-640,7,462-640PL1,Absent,19416,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,26,0,0,5,0,0,0,24,25,0,0,6,11,0,0,23,22,0,0,7,10,13,14,17,19,20,0,8,9,12,15,16,18,21,0,27,5,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2526,0,16.557488653555218,32.0,69,0.96875,26,0.0,31,0.2222222222222222,0.40625,0.5675675675675675,0.99375,0.07407407407407407,0.12592592592592594,1.0,RS,RS,0.14285714285714285
2528,462-640,9,462-640PL1,Absent,20956,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,14,13,0,0,0,0,0,0,10,11,0,22,0,23,0,0,1,12,21,0,20,0,24,0,3,2,0,0,19,16,0,0,9,8,0,0,18,17,0,25,4,7,0,28,0,26,0,0,5,6,0,0,27,0,0,0,0,0,22,10,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2528,0,16.557488653555218,29.0,91,0.9375,28,0.125,36,0.041666666666666664,0.40625,0.4375,0.96875,0.0,0.2222222222222222,5.0,RS,RS,0.5675675675675675
2530,462-640,11,462-640PL1,Absent,23226,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,28,0,0,0,0,0,0,22,27,23,11,0,0,3,13,0,14,26,0,24,21,20,0,4,0,25,0,1,2,0,19,5,0,0,15,0,0,0,0,18,0,16,29,0,0,6,0,0,17,0,8,0,0,0,0,0,7,0,0,0,24,8,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2530,0,16.557488653555218,27.0,115,0.95,27,0.30952380952380953,41,0.19841269841269846,0.515625,0.4651162790697674,0.9375,0.125,0.041666666666666664,10.0,RS,RS,0.4375
2533,462-640,14,462-640PL1,Absent,28215,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,36,0,37,0,17,15,16,0,35,38,0,0,18,14,13,0,40,0,34,0,19,11,12,0,0,0,33,0,20,10,9,0,31,32,0,0,21,7,8,0,30,29,28,27,22,6,5,0,0,0,0,26,24,3,4,0,0,0,0,25,0,1,2,12,20,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,2533,0,16.557488653555218,16.557488653555218,127,0.875,38,0.32653061224489793,49,0.06462585034013603,0.453125,0.59375,0.95,0.30952380952380953,0.19841269841269846,8.0,RS,RS,0.4651162790697674
2534,462-640,15,462-640PL1,Absent,44957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,9,0,0,5,0,13,0,0,10,0,0,0,4,0,11,0,0,0,1,2,3,0,0,12,0,0,22,10,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2534,0,16.557488653555218,31.0,149,0.9375,12,0.1111111111111111,51,0.3434343434343434,0.640625,0.29411764705882354,0.875,0.32653061224489793,0.06462585034013603,20.0,RS,NOTHING,0.59375
2536,462-640,17,462-640PL1,Absent,51806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,1,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2536,0,16.557488653555218,30.0,179,0.9875,1,0.08333333333333333,64,0.6822916666666666,0.984375,0.03571428571428571,0.9375,0.1111111111111111,0.3434343434343434,10.0,NOTHING,NOTHING,0.29411764705882354
