index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo,RegionGo2,Similarity_LAG1
3364,546-111,5,546-111PL1,Absent,19533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,6,Unicorn_Absent,-1,-1,Unicorn_Present,UP,3364,0,16.557488653555218,32.0,51,0.9625,33,0.515625,64,0.415625,0.90625,0.9696969696969696,,,,,UP,UP,
3366,546-111,7,546-111PL1,Absent,15485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,33,31,30,29,28,27,26,25,34,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,Unicorn_Absent,UP,3366,0,16.557488653555218,16.557488653555218,81,0.9875,35,0.8888888888888888,64,0.05105105105105101,0.96875,0.9142857142857144,0.9625,0.515625,0.415625,6.0,UP,UP,0.9696969696969696
3367,546-111,8,546-111PL1,Absent,14767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1,Unicorn_Present,UP,3367,0,16.557488653555218,32.0,112,0.99375,33,0.9428571428571428,64,0.02589285714285716,0.984375,0.9696969696969696,0.9875,0.8888888888888888,0.05105105105105101,2.0,UP,UP,0.9142857142857144
3370,546-111,11,546-111PL1,Absent,15414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1,Unicorn_Absent,UP,3370,0,16.557488653555218,16.557488653555218,143,0.99375,33,1.0,64,0.0,0.984375,0.9696969696969696,0.99375,0.9428571428571428,0.02589285714285716,1.0,UP,UP,0.9696969696969696
3371,546-111,12,546-111PL1,Absent,14148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,20,21,22,23,24,25,33,32,31,30,29,28,27,26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1,Unicorn_Present,UP,3371,0,16.557488653555218,32.0,174,0.99375,33,1.0,64,0.0,0.984375,0.9696969696969696,0.99375,1.0,0.0,1.0,UP,UP,0.9696969696969696
3374,546-111,15,546-111PL1,Absent,14515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,5,6,8,7,16,15,14,12,13,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,Unicorn_Absent,UP,3374,0,16.557488653555218,16.557488653555218,204,0.9875,34,0.9705882352941176,64,0.029411764705882363,0.96875,0.9411764705882352,0.99375,1.0,0.0,1.0,UP,UP,0.9696969696969696
3375,546-111,16,546-111PL1,Absent,18660,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,9,10,11,12,20,19,18,17,16,15,14,13,21,22,23,24,25,26,27,28,36,35,34,33,32,31,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,UP,3375,0,16.557488653555218,16.557488653555218,236,1.0,32,0.9411764705882352,64,0.058823529411764726,1.0,1.0,0.9875,0.9705882352941176,0.029411764705882363,2.0,UP,UP,0.9411764705882352
3376,546-111,17,546-111PL1,Absent,15027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,12,13,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,UP,3376,0,16.557488653555218,32.0,268,1.0,32,1.0,64,0.0,1.0,1.0,1.0,0.9411764705882352,0.058823529411764726,0.0,UP,UP,1.0
3379,546-111,20,546-111PL1,Absent,14952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,UP,3379,0,16.557488653555218,16.557488653555218,300,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,UP,UP,1.0
3380,546-111,21,546-111PL1,Absent,13741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,16,17,24,25,32,2,7,10,15,18,23,26,31,3,6,11,14,19,22,27,30,4,5,12,13,20,21,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,UP,3380,0,16.557488653555218,16.557488653555218,332,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,UP,UP,1.0
