index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo,RegionGo2,Similarity_LAG1
2881,483-710,2,483-710PL1,Absent,16713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,5,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,2881,0,16.557488653555218,16.557488653555218,64,1.0,10,0.14285714285714285,11,0.14285714285714285,0.171875,0.022488905231637643,,,,,RS,RS,
2882,483-710,3,483-710PL1,Absent,21261,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,13,0,0,12,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,11,9,0,0,3,0,7,0,0,4,0,16,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,5,0,10,0,0,0,0,14,0,0,0,0,29,3,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2882,0,16.557488653555218,-65.0,93,0.98125,16,0.08333333333333333,25,0.0,0.34375,0.00822974704902003,1.0,0.14285714285714285,0.14285714285714285,0.0,RS,RS,0.022488905231637643
2884,483-710,5,483-710PL1,Absent,24872,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,0,0,0,0,0,0,15,0,8,0,0,12,0,7,0,0,2,0,0,11,14,0,0,0,17,0,0,0,10,0,1,0,0,0,6,0,0,0,16,0,9,0,0,0,30,2,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,2884,0,16.557488653555218,16.557488653555218,123,0.9875,17,0.1,20,0.033333333333333326,0.28125,0.0070995295993586515,0.98125,0.08333333333333333,0.0,3.0,RS,RS,0.00822974704902003
2885,483-710,6,483-710PL1,Absent,9483,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,9,0,6,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,2885,0,16.557488653555218,16.557488653555218,155,1.0,9,0.13043478260869565,13,0.005434782608695649,0.203125,0.02732372244729257,0.9875,0.1,0.033333333333333326,2.0,RS,NOTHING,0.0070995295993586515
2886,483-710,7,483-710PL1,Absent,7168,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,7,0,8,0,0,0,0,0,0,0,0,9,31,1,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,2886,0,16.557488653555218,16.557488653555218,186,0.99375,10,0.26666666666666666,16,0.26666666666666666,0.234375,0.022488905231637643,1.0,0.13043478260869565,0.005434782608695649,0.0,NOTHING,RS,0.02732372244729257
2887,483-710,8,483-710PL1,Absent,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,0,Unicorn_Absent,-1,-1,Unicorn_Present,NOTHING,2887,0,16.557488653555218,-28.0,158,0.625,0,0.0,1,0.0,0.015625,1.0,0.99375,0.26666666666666666,0.26666666666666666,1.0,RS,RS,0.022488905231637643
2893,483-710,14,483-710PL1,Absent,21868,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,23,16,24,37,36,47,46,35,22,15,0,0,38,48,49,0,0,13,51,17,0,39,0,34,0,12,26,41,0,40,45,33,21,19,18,27,0,0,44,0,2,20,5,28,6,42,43,32,0,1,11,0,0,29,10,31,3,0,4,0,7,30,9,0,25,7,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2893,0,16.557488653555218,24.0,183,0.95625,47,0.0,51,0.0,0.6875,0.0070995295993586515,0.625,0.0,0.0,0.0,RS,RS,1.0
2896,483-710,17,483-710PL1,Absent,15867,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,20,0,21,40,39,0,38,37,19,0,0,0,0,49,0,36,18,23,0,0,50,0,48,34,0,0,42,41,0,51,0,52,16,24,43,0,0,44,46,33,15,26,27,28,0,30,31,32,13,0,11,10,0,9,8,7,1,2,3,0,0,4,6,0,11,21,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2896,0,16.557488653555218,20.0,194,0.86875,42,0.5892857142857143,56,0.34604247104247104,0.546875,0.003593966140484057,0.95625,0.0,0.0,7.0,RS,RS,0.0070995295993586515
2898,483-710,19,483-710PL1,Absent,19215,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,3,4,5,7,8,9,11,0,16,14,0,13,0,12,0,41,17,18,19,20,0,21,22,40,46,0,45,0,25,0,23,39,47,43,44,0,34,26,28,49,38,57,58,36,0,35,0,56,59,55,54,60,32,0,29,48,50,51,52,61,31,0,30,4,28,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2898,0,16.557488653555218,27.0,198,0.825,51,0.576271186440678,58,0.326271186440678,0.46875,0.013211580405391629,0.86875,0.5892857142857143,0.34604247104247104,21.0,RS,RS,0.003593966140484057
2900,483-710,21,483-710PL1,Absent,18733,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,31,30,0,0,0,29,7,10,0,0,0,0,0,27,58,0,32,0,0,0,0,0,56,11,59,0,60,61,0,26,3,13,35,39,64,63,40,25,2,14,46,47,51,49,0,24,55,15,45,43,50,52,53,23,1,16,17,18,19,20,54,22,11,21,Unicorn_Absent,-1,-1,Unicorn_Present,RS,2900,0,16.557488653555218,25.0,209,0.86875,47,0.6333333333333333,63,0.3476190476190476,0.65625,0.0070995295993586515,0.825,0.576271186440678,0.326271186440678,28.0,RS,RS,0.013211580405391629
