index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo,Similarity_LAG1
602,251-716,3,251-716PL1,Absent,30096,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,14,0,12,0,11,0,0,15,0,13,35,10,33,0,0,2,0,9,34,31,32,16,0,8,0,0,26,30,28,48,0,0,7,3,25,5,29,47,17,0,0,0,24,23,22,45,36,37,18,6,0,4,0,44,43,41,40,19,0,20,21,-10,42,Unicorn_Absent,-1,-1,Unicorn_Present,RS,602,0,16.557488653555218,24.0,-17,0.7375,43,0.6226415094339622,64,0.22110849056603776,0.34375,0.004090488681861962,,,,,ALL,
604,251-716,5,251-716PL1,Absent,26822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,65,66,67,68,70,71,73,63,44,46,69,48,49,72,51,62,61,58,57,56,54,55,52,43,60,59,41,40,53,39,38,30,31,32,33,34,35,36,37,28,29,20,19,17,14,11,10,25,24,21,18,16,15,12,9,27,23,22,1,3,4,5,8,-1,33,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,604,0,16.557488653555218,16.557488653555218,-18,0.79375,64,0.671875,64,0.14806547619047614,0.484375,1.0,0.7375,0.6226415094339622,0.22110849056603776,42.0,RS,0.004090488681861962
605,251-716,6,251-716PL1,Absent,21830,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,60,0,59,0,58,53,54,32,55,33,34,56,57,52,29,48,47,42,40,39,35,51,50,49,46,43,41,26,36,18,19,20,44,45,22,24,37,15,14,13,12,11,10,9,8,17,16,2,3,4,5,6,7,18,14,Unicorn_Absent,-1,-1,Unicorn_Present,RS,605,0,16.557488653555218,28.0,0,0.9125,51,0.796875,64,0.1752533783783784,0.78125,0.013211580405391629,0.79375,0.671875,0.14806547619047614,33.0,RS,1.0
608,251-716,9,251-716PL1,Absent,16136,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,2,0,0,0,0,37,47,36,0,3,0,4,0,0,39,45,0,0,0,0,0,34,44,41,0,0,11,12,5,0,0,42,0,0,0,0,33,6,19,18,0,10,0,0,0,15,24,20,0,0,9,0,32,28,27,21,0,0,0,0,31,0,23,26,21,11,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,608,0,16.557488653555218,16.557488653555218,21,0.93125,31,0.43859649122807015,45,0.2830409356725146,0.53125,0.009584768880023008,0.9125,0.796875,0.1752533783783784,14.0,RS,0.013211580405391629
609,251-716,10,251-716PL1,Absent,17919,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,49,0,0,50,51,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,41,42,0,43,44,0,47,0,40,39,37,36,31,32,33,34,21,22,23,25,35,30,28,29,16,18,20,13,19,11,9,8,17,1,2,3,4,5,6,7,24,8,Unicorn_Absent,-1,-1,Unicorn_Present,RS,609,0,16.557488653555218,32.0,45,0.95,41,0.38461538461538464,62,0.21070234113712374,0.84375,0.02732372244729257,0.93125,0.43859649122807015,0.2830409356725146,11.0,RS,0.009584768880023008
613,251-716,14,251-716PL1,Absent,19654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,26,25,24,23,21,19,18,17,9,10,11,12,13,14,15,16,8,7,6,5,4,3,2,1,31,1,Unicorn_Absent,-1,-1,Unicorn_Present,RS,613,0,16.557488653555218,32.0,76,0.99375,25,0.6097560975609756,63,0.13383364602876802,0.96875,0.04179821794405796,0.95,0.38461538461538464,0.21070234113712374,8.0,DOWN,0.02732372244729257
616,251-716,17,251-716PL1,Absent,15380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,28,29,30,31,32,0,25,24,23,22,21,19,18,17,9,10,11,12,13,14,15,16,8,7,6,5,4,3,2,1,30,2,Unicorn_Absent,-1,-1,Unicorn_Present,DOWN,616,0,16.557488653555218,32.0,106,0.9875,31,0.8064516129032258,63,0.06534325889164605,0.953125,0.3011942119122021,0.99375,0.6097560975609756,0.13383364602876802,1.0,DOWN,0.04179821794405796
618,251-716,19,251-716PL1,Absent,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,35,33,34,32,31,30,20,21,22,23,24,25,26,29,19,18,16,15,14,12,11,10,1,2,3,4,5,6,8,9,30,2,Unicorn_Absent,-1,-1,Unicorn_Absent,DOWN,618,0,16.557488653555218,16.557488653555218,136,0.9875,32,0.96875,64,0.07986111111111116,0.96875,1.0,0.9875,0.8064516129032258,0.06534325889164605,2.0,RS,0.3011942119122021
619,251-716,20,251-716PL1,Absent,29034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,15,14,13,12,11,10,2,1,3,4,5,6,8,7,31,1,Unicorn_Absent,-1,-1,Unicorn_Present,RS,619,0,16.557488653555218,32.0,167,0.99375,16,0.5,64,0.19387755102040816,0.984375,0.00822974704902003,0.9875,0.96875,0.07986111111111116,2.0,DOWN,1.0
621,251-716,22,251-716PL1,Absent,17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,41,40,39,38,35,36,37,26,27,28,29,30,34,32,33,24,23,21,19,15,10,13,12,25,22,1,18,3,9,8,7,30,2,Unicorn_Absent,-1,-1,Unicorn_Present,DOWN,621,0,16.557488653555218,32.0,197,0.9875,32,0.5,64,0.19387755102040816,0.96875,1.0,0.99375,0.5,0.19387755102040816,1.0,DOWN,0.00822974704902003
