index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo,RegionGo2,Similarity_LAG1
5045,938-219,6,938-219PL1,Absent,46103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,27,28,1,29,30,31,6,38,55,26,50,51,25,54,32,39,56,0,49,52,21,24,33,40,0,0,3,53,0,0,37,17,16,8,48,2,22,23,36,18,19,43,20,9,0,0,35,41,42,11,45,46,10,0,34,4,15,44,12,47,13,14,5,-24,56,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,5045,0,16.557488653555218,16.557488653555218,-54,0.65,56,0.875,64,0.09375,0.125,0.03357033295880646,,,,,RS,RS,
5046,938-219,7,938-219PL1,Absent,32176,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,4,0,0,0,0,0,0,3,15,0,0,30,0,0,0,17,19,0,0,0,0,0,0,21,22,24,25,7,8,9,11,13,23,0,0,6,5,10,12,14,20,0,0,29,28,0,0,0,16,0,0,0,0,0,0,18,1,0,0,26,27,0,0,2,3,29,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,5046,0,16.557488653555218,16.557488653555218,-51,0.81875,30,0.43333333333333335,62,0.5197916666666667,0.515625,0.002798209913999482,0.65,0.875,0.09375,56.0,RS,RS,0.03357033295880646
5047,938-219,8,938-219PL1,Absent,27101,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,0,23,0,0,24,25,26,0,0,0,18,19,15,8,0,0,0,22,20,0,16,0,27,0,7,0,21,5,0,28,0,6,0,12,13,14,17,9,0,0,0,0,11,0,10,0,35,0,2,31,32,29,30,33,34,3,-1,33,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,5047,0,16.557488653555218,16.557488653555218,-52,0.79375,35,0.32653061224489793,64,0.5953443877551021,0.484375,0.0024787521766663585,0.81875,0.43333333333333335,0.5197916666666667,29.0,RS,RS,0.002798209913999482
5048,938-219,9,938-219PL1,Absent,23741,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,2,0,0,0,0,0,0,5,0,0,17,0,16,0,25,0,0,18,0,0,0,22,0,24,0,19,0,21,29,0,23,0,26,20,30,7,0,0,0,0,27,0,8,11,28,6,0,15,0,32,31,10,12,0,14,0,3,34,0,9,13,0,0,4,6,26,Unicorn_Absent,-1,-1,Unicorn_Absent,RS,5048,0,16.557488653555218,16.557488653555218,-46,0.8375,32,0.5227272727272727,61,0.3053977272727273,0.546875,0.002798209913999482,0.79375,0.32653061224489793,0.5953443877551021,33.0,RS,RS,0.0024787521766663585
5049,938-219,10,938-219PL1,Absent,22795,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,4,0,21,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,9,10,0,0,0,0,0,0,8,7,0,0,0,0,15,0,5,6,16,0,14,0,0,17,0,0,0,0,0,0,0,18,11,12,19,0,0,3,0,0,0,13,0,0,2,12,20,Unicorn_Absent,-1,-1,Unicorn_Present,RS,5049,0,16.557488653555218,26.0,-34,0.875,21,0.325,57,0.43690476190476185,0.578125,0.004090488681861962,0.8375,0.5227272727272727,0.3053977272727273,26.0,RS,RS,0.002798209913999482
5051,938-219,12,938-219PL1,Absent,26259,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,2,1,0,0,0,0,4,3,0,0,0,27,25,0,0,0,0,0,0,28,26,0,0,0,20,0,23,10,9,13,0,18,21,0,24,11,12,0,0,19,22,0,15,0,16,14,0,0,0,0,0,17,0,0,0,0,7,8,0,30,29,0,6,5,7,25,Unicorn_Absent,-1,-1,Unicorn_Present,RS,5051,0,16.557488653555218,-19.0,-27,0.84375,30,0.3783783783783784,63,0.4311454311454312,0.59375,0.0017470910232989688,0.875,0.325,0.43690476190476185,20.0,RS,ALL,0.004090488681861962
5055,938-219,16,938-219PL1,Absent,28832,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,47,0,0,0,31,30,33,0,0,1,0,5,32,29,34,21,0,0,0,10,11,13,35,0,0,2,6,9,12,0,36,0,22,0,0,0,4,14,37,23,20,3,45,7,43,44,38,25,26,27,8,18,16,15,39,24,19,28,46,17,42,41,40,-14,46,Unicorn_Absent,-1,-1,Unicorn_Present,RS,5055,0,16.557488653555218,32.0,-41,0.7125,48,0.41818181818181815,58,0.3913419913419914,0.1875,0.00822974704902003,0.84375,0.3783783783783784,0.4311454311454312,25.0,ALL,ALL,0.0017470910232989688
5057,938-219,18,938-219PL1,Absent,32641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56,53,59,61,62,63,64,66,57,54,60,22,1,20,65,19,58,55,2,23,24,25,26,18,49,51,52,3,28,4,17,33,50,8,9,34,27,5,31,15,39,37,36,6,29,12,13,32,38,40,10,35,30,11,14,16,41,42,48,43,44,45,46,47,28,0,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,5057,0,16.557488653555218,28.0,-13,0.975,64,0.75,64,0.75,1.0,1.0,0.7125,0.41818181818181815,0.3913419913419914,46.0,ALL,ALL,0.00822974704902003
5059,938-219,20,938-219PL1,Absent,28926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,43,45,48,51,54,56,62,41,44,46,49,52,55,57,63,42,1,7,50,6,3,58,64,38,39,47,8,53,9,59,65,36,37,2,14,15,4,61,66,34,35,10,13,27,21,60,26,33,11,28,29,5,24,16,18,32,31,12,30,22,23,19,25,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,ALL,5059,0,16.557488653555218,16.557488653555218,19,1.0,64,1.0,64,0.0,1.0,1.0,0.975,0.75,0.75,0.0,ALL,ALL,1.0
5060,938-219,21,938-219PL1,Absent,31252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,64,63,57,16,14,13,11,61,59,58,9,56,52,53,55,62,65,2,69,17,51,54,1,34,66,67,68,5,49,33,32,35,8,43,4,44,6,50,31,36,41,3,22,7,48,45,47,37,39,42,23,24,19,46,28,38,40,20,21,25,27,29,30,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,ALL,5060,0,16.557488653555218,32.0,51,1.0,64,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,ALL,ALL,1.0
